frame,lm_0_x,lm_0_y,lm_0_z,lm_0_visibility,lm_1_x,lm_1_y,lm_1_z,lm_1_visibility,lm_2_x,lm_2_y,lm_2_z,lm_2_visibility,lm_3_x,lm_3_y,lm_3_z,lm_3_visibility,lm_4_x,lm_4_y,lm_4_z,lm_4_visibility,lm_5_x,lm_5_y,lm_5_z,lm_5_visibility,lm_6_x,lm_6_y,lm_6_z,lm_6_visibility,lm_7_x,lm_7_y,lm_7_z,lm_7_visibility,lm_8_x,lm_8_y,lm_8_z,lm_8_visibility,lm_9_x,lm_9_y,lm_9_z,lm_9_visibility,lm_10_x,lm_10_y,lm_10_z,lm_10_visibility,lm_11_x,lm_11_y,lm_11_z,lm_11_visibility,lm_12_x,lm_12_y,lm_12_z,lm_12_visibility,lm_13_x,lm_13_y,lm_13_z,lm_13_visibility,lm_14_x,lm_14_y,lm_14_z,lm_14_visibility,lm_15_x,lm_15_y,lm_15_z,lm_15_visibility,lm_16_x,lm_16_y,lm_16_z,lm_16_visibility,lm_17_x,lm_17_y,lm_17_z,lm_17_visibility,lm_18_x,lm_18_y,lm_18_z,lm_18_visibility,lm_19_x,lm_19_y,lm_19_z,lm_19_visibility,lm_20_x,lm_20_y,lm_20_z,lm_20_visibility,lm_21_x,lm_21_y,lm_21_z,lm_21_visibility,lm_22_x,lm_22_y,lm_22_z,lm_22_visibility,lm_23_x,lm_23_y,lm_23_z,lm_23_visibility,lm_24_x,lm_24_y,lm_24_z,lm_24_visibility,lm_25_x,lm_25_y,lm_25_z,lm_25_visibility,lm_26_x,lm_26_y,lm_26_z,lm_26_visibility,lm_27_x,lm_27_y,lm_27_z,lm_27_visibility,lm_28_x,lm_28_y,lm_28_z,lm_28_visibility,lm_29_x,lm_29_y,lm_29_z,lm_29_visibility,lm_30_x,lm_30_y,lm_30_z,lm_30_visibility,lm_31_x,lm_31_y,lm_31_z,lm_31_visibility,lm_32_x,lm_32_y,lm_32_z,lm_32_visibility
1,0.5995681285858154,0.3055862784385681,0.13874536752700806,0.998812198638916,0.6092263460159302,0.29302579164505005,0.07303942739963531,0.998177170753479,0.610027015209198,0.2931710481643677,0.07300868630409241,0.9980981945991516,0.6106309294700623,0.2933867275714874,0.07296513766050339,0.9982786178588867,0.6132035255432129,0.29279083013534546,0.12656694650650024,0.9981871247291565,0.6170158386230469,0.29270488023757935,0.12662270665168762,0.9980290532112122,0.6211376786231995,0.2925947904586792,0.12625573575496674,0.9984234571456909,0.6266148686408997,0.3004609942436218,-0.151133731007576,0.9987936019897461,0.6439085602760315,0.29967615008354187,0.08277273178100586,0.9988275170326233,0.6039996147155762,0.3186427354812622,0.06770291924476624,0.998847246170044,0.6086000800132751,0.3189201354980469,0.13524486124515533,0.9990457892417908,0.6021159291267395,0.38338547945022583,-0.37044450640678406,0.9998044371604919,0.7260724306106567,0.3772484064102173,0.19396600127220154,0.9988827109336853,0.6032019853591919,0.5000175833702087,-0.42714306712150574,0.9942481517791748,0.7506278157234192,0.4877643585205078,0.22835984826087952,0.11644420772790909,0.5730171203613281,0.600549042224884,-0.256359338760376,0.973939061164856,0.6720113754272461,0.5656300187110901,0.20513954758644104,0.08304043114185333,0.5606001019477844,0.6320302486419678,-0.2879447042942047,0.9412969946861267,0.6535618305206299,0.5856079459190369,0.21361516416072845,0.06736063212156296,0.55563884973526,0.6287802457809448,-0.27745145559310913,0.9353265166282654,0.6443741321563721,0.5850887298583984,0.17192836105823517,0.06716994196176529,0.5601144433021545,0.6169842481613159,-0.24698811769485474,0.9083422422409058,0.6491667032241821,0.578907310962677,0.18358173966407776,0.07488314062356949,0.6237836480140686,0.5929311513900757,-0.15645329654216766,0.9979830980300903,0.7301572561264038,0.5866576433181763,0.15597248077392578,0.9974232912063599,0.5479845404624939,0.7157809138298035,0.04071035236120224,0.9829398393630981,0.7385436296463013,0.727664589881897,0.3510521352291107,0.7723219990730286,0.6059603691101074,0.8468219041824341,0.283819317817688,0.947300136089325,0.743284285068512,0.8592143654823303,0.552621066570282,0.7988803386688232,0.6459183692932129,0.8723419308662415,0.3034059703350067,0.927744448184967,0.7749820947647095,0.8759372234344482,0.567258894443512,0.8174305558204651,0.5200047492980957,0.871730625629425,0.24657310545444489,0.8636329770088196,0.6726334095001221,0.8749402761459351,0.5100655555725098,0.6892845630645752
2,0.6001754403114319,0.306864857673645,0.20391777157783508,0.99891197681427,0.6092151403427124,0.29459628462791443,0.13367176055908203,0.9983291029930115,0.609774112701416,0.294660359621048,0.13366636633872986,0.9982600212097168,0.6099627614021301,0.2948096990585327,0.13365675508975983,0.9984208941459656,0.6139816045761108,0.29426807165145874,0.18620939552783966,0.9983376264572144,0.6183027625083923,0.2940477132797241,0.18624642491340637,0.998194694519043,0.6230291724205017,0.29383987188339233,0.18592523038387299,0.9985504150390625,0.6241852045059204,0.30143821239471436,-0.1140356957912445,0.9988886117935181,0.6456776261329651,0.300498902797699,0.11367803812026978,0.9989155530929565,0.6040671467781067,0.3199402093887329,0.12434885650873184,0.9989253282546997,0.6095858216285706,0.32011544704437256,0.19016611576080322,0.9991079568862915,0.604966402053833,0.38320255279541016,-0.3421199321746826,0.9998105764389038,0.7290219664573669,0.37722674012184143,0.19540154933929443,0.9989275932312012,0.6033259630203247,0.49990710616111755,-0.42427510023117065,0.9916645288467407,0.7475627660751343,0.4896368682384491,0.19840960204601288,0.11254459619522095,0.5727685689926147,0.6014136672019958,-0.30277079343795776,0.9655610918998718,0.6705378293991089,0.5668254494667053,0.15734530985355377,0.08169351518154144,0.5589226484298706,0.6319714784622192,-0.3362841010093689,0.9297087788581848,0.653660774230957,0.5861902832984924,0.1734405755996704,0.067391537129879,0.5561372637748718,0.6287842988967896,-0.3230438232421875,0.9225258827209473,0.6419186592102051,0.5863854289054871,0.12533578276634216,0.06724453717470169,0.5616639256477356,0.6171010732650757,-0.29398873448371887,0.8931540846824646,0.6445831060409546,0.5803240537643433,0.13473382592201233,0.0745943933725357,0.624018669128418,0.5964348316192627,-0.15256738662719727,0.998097836971283,0.732062816619873,0.5904448628425598,0.1520012766122818,0.9975695013999939,0.5473116040229797,0.7174420952796936,0.040019843727350235,0.9832503795623779,0.7476375699043274,0.7282286882400513,0.33092090487480164,0.7795485258102417,0.5650676488876343,0.8468864560127258,0.21751131117343903,0.949828565120697,0.7679499387741089,0.868446409702301,0.46917399764060974,0.8079267144203186,0.5957809686660767,0.8727748990058899,0.23056988418102264,0.9317725896835327,0.7911775708198547,0.9024578332901001,0.4812675416469574,0.8245055079460144,0.457925945520401,0.8640948534011841,0.18339107930660248,0.8629007339477539,0.6962383985519409,0.8754188418388367,0.4383307695388794,0.690427839756012
3,0.6011418104171753,0.3096289336681366,0.21164065599441528,0.9990125894546509,0.6093401312828064,0.29709064960479736,0.14279894530773163,0.9984820485115051,0.6097730398178101,0.2971574068069458,0.14275184273719788,0.9984210133552551,0.6098518967628479,0.29734259843826294,0.14272943139076233,0.998565673828125,0.6153124570846558,0.2966369688510895,0.19820785522460938,0.9984903931617737,0.6202377080917358,0.2963545024394989,0.1982719600200653,0.9983612895011902,0.6255096793174744,0.2961474359035492,0.19797010719776154,0.9986817240715027,0.6233644485473633,0.30392923951148987,-0.10178281366825104,0.998987078666687,0.6479105353355408,0.30297204852104187,0.1377469152212143,0.9990078806877136,0.6043819189071655,0.32265472412109375,0.1323935091495514,0.9990144371986389,0.6114656925201416,0.3227594792842865,0.20163363218307495,0.9991803765296936,0.6106256246566772,0.3832118809223175,-0.3397983908653259,0.99982088804245,0.7311937212944031,0.3786410093307495,0.22072020173072815,0.9989936351776123,0.607750654220581,0.5009262561798096,-0.43418702483177185,0.9889052510261536,0.7472116947174072,0.494687557220459,0.20160570740699768,0.10735228657722473,0.5725700855255127,0.6080358028411865,-0.34911733865737915,0.955640971660614,0.6725078225135803,0.5713747143745422,0.16113565862178802,0.07971591502428055,0.5588987469673157,0.6347292065620422,-0.38624998927116394,0.916445791721344,0.6597822904586792,0.5909608602523804,0.17695879936218262,0.06696628779172897,0.5569071173667908,0.6327046751976013,-0.3723713755607605,0.907807469367981,0.6429305672645569,0.5918701887130737,0.12658968567848206,0.066890649497509,0.562336266040802,0.6230807900428772,-0.3393649756908417,0.874809980392456,0.6448968052864075,0.5853239297866821,0.13735362887382507,0.07374037802219391,0.6268548965454102,0.598068356513977,-0.15019987523555756,0.9982274770736694,0.7367619276046753,0.5935582518577576,0.14962022006511688,0.9977529048919678,0.5472013354301453,0.7173871397972107,0.026265596970915794,0.983957827091217,0.7600301504135132,0.727778971195221,0.2893708348274231,0.7941139936447144,0.5183072686195374,0.8445923328399658,0.18077246844768524,0.9530946612358093,0.7982414960861206,0.8754432201385498,0.3602236211299896,0.8215690851211548,0.5371310114860535,0.8718850016593933,0.19181764125823975,0.9361785054206848,0.8126546144485474,0.9085074663162231,0.3657846450805664,0.8348360657691956,0.4167099893093109,0.8489972949028015,0.1306176483631134,0.8660749793052673,0.7184569239616394,0.8794143795967102,0.3110520541667938,0.7008426189422607
4,0.6019608378410339,0.31276288628578186,0.27504780888557434,0.9991052150726318,0.6093505024909973,0.30042460560798645,0.20717014372348785,0.9986224174499512,0.6097167134284973,0.3004932701587677,0.2071179747581482,0.9985681176185608,0.6096322536468506,0.3006526529788971,0.20707720518112183,0.9986985325813293,0.6158091425895691,0.29990777373313904,0.2650162875652313,0.9986311197280884,0.6209827661514282,0.2996092438697815,0.26504597067832947,0.9985142350196838,0.6264985799789429,0.2994084656238556,0.2646920084953308,0.998802900314331,0.6228188872337341,0.3070366084575653,-0.04247491434216499,0.9990770220756531,0.6493765711784363,0.30629193782806396,0.2068813145160675,0.9990937113761902,0.6050093770027161,0.3255544900894165,0.19270844757556915,0.9990951418876648,0.6130900979042053,0.3256087601184845,0.2647410035133362,0.9992468357086182,0.6137121319770813,0.38302531838417053,-0.3003673255443573,0.9998196363449097,0.7346052527427673,0.3803238868713379,0.28225821256637573,0.9990565180778503,0.6116411685943604,0.49925610423088074,-0.4281061887741089,0.979948878288269,0.7292470335960388,0.49108490347862244,0.2964305281639099,0.1010580062866211,0.5739150047302246,0.6074011325836182,-0.3439774215221405,0.9291283488273621,0.6484047770500183,0.5482956171035767,0.25684046745300293,0.07685564458370209,0.5613696575164795,0.6331454515457153,-0.37785691022872925,0.8860974907875061,0.6371760964393616,0.5629450678825378,0.2815954387187958,0.06609907001256943,0.5643303394317627,0.6314646601676941,-0.3627474904060364,0.8754353523254395,0.6144511103630066,0.5622723698616028,0.22969049215316772,0.0661894828081131,0.569597065448761,0.6249725818634033,-0.33368948101997375,0.8386856913566589,0.614325225353241,0.5577003359794617,0.23216430842876434,0.07265911996364594,0.6336621642112732,0.5986731052398682,-0.14903298020362854,0.998305082321167,0.7480420470237732,0.5957828164100647,0.14842824637889862,0.9979129433631897,0.5509548187255859,0.7173683643341064,0.012867632322013378,0.9840043783187866,0.7841987013816833,0.7326690554618835,0.26011690497398376,0.8083370923995972,0.47981077432632446,0.8411942720413208,0.14210273325443268,0.9552485346794128,0.8340299129486084,0.8842669129371643,0.29864010214805603,0.8346588015556335,0.4910934567451477,0.8716993927955627,0.15074759721755981,0.9393661022186279,0.8503546118736267,0.9185527563095093,0.30171552300453186,0.8446927070617676,0.3834683299064636,0.8298326134681702,0.08833985030651093,0.8644225001335144,0.7462971210479736,0.889085054397583,0.2377578467130661,0.7095431685447693
5,0.601965606212616,0.318623811006546,0.297866553068161,0.9991896748542786,0.6092569828033447,0.306216299533844,0.2322251796722412,0.9987503290176392,0.6094931960105896,0.306293785572052,0.23217269778251648,0.9987015128135681,0.6093103885650635,0.30639615654945374,0.23212763667106628,0.9988197088241577,0.6158405542373657,0.3055739402770996,0.28913044929504395,0.9987589716911316,0.6210688352584839,0.3052557110786438,0.2891862094402313,0.9986529350280762,0.6266416311264038,0.30499210953712463,0.2888329327106476,0.998913586139679,0.6226723194122314,0.3122749924659729,-0.018769370391964912,0.9991592168807983,0.6499269604682922,0.3115844130516052,0.2278975248336792,0.9991722106933594,0.6050233244895935,0.3306196331977844,0.21436798572540283,0.9991716146469116,0.6134335398674011,0.3305465579032898,0.28564751148223877,0.9993100166320801,0.6167595386505127,0.3850801885128021,-0.27308037877082825,0.999822735786438,0.73723304271698,0.38424164056777954,0.28475475311279297,0.9991241693496704,0.6114510297775269,0.5021198391914368,-0.41657114028930664,0.9718836545944214,0.730075478553772,0.49375826120376587,0.2836439907550812,0.09646941721439362,0.5789774060249329,0.6083556413650513,-0.35281455516815186,0.9068662524223328,0.6683672666549683,0.549547016620636,0.23840278387069702,0.07426661998033524,0.5666056871414185,0.634205162525177,-0.38942936062812805,0.8603765368461609,0.6640903949737549,0.5665696859359741,0.25909823179244995,0.06492550671100616,0.5716916918754578,0.6330133080482483,-0.36951112747192383,0.8474845886230469,0.6378399133682251,0.5663459300994873,0.20938606560230255,0.0650484561920166,0.5777813196182251,0.6259956955909729,-0.34155580401420593,0.8063614964485168,0.6340261101722717,0.5614877343177795,0.21455684304237366,0.07116908580064774,0.6437186598777771,0.6015982031822205,-0.13693809509277344,0.9983688592910767,0.7557264566421509,0.6010779738426208,0.13630101084709167,0.9980595111846924,0.5528445839881897,0.7194523215293884,0.015921160578727722,0.9832811951637268,0.8009544014930725,0.7384850382804871,0.23861438035964966,0.8208639025688171,0.46026623249053955,0.840323269367218,0.16024045646190643,0.9559600949287415,0.8648546934127808,0.8913087248802185,0.26256871223449707,0.8457562327384949,0.4661806523799896,0.8718283772468567,0.16850434243679047,0.9399975538253784,0.8860195279121399,0.9250728487968445,0.2637580931186676,0.8531349301338196,0.35747605562210083,0.8233710527420044,0.09717971086502075,0.8572952747344971,0.7709580063819885,0.8960973024368286,0.19321133196353912,0.7151232957839966
6,0.6019526124000549,0.3223957121372223,0.31494560837745667,0.9992638826370239,0.6090167164802551,0.3099351227283478,0.250964492559433,0.9988635182380676,0.6090084314346313,0.3099922239780426,0.2509387731552124,0.99881911277771,0.6085773706436157,0.31004875898361206,0.25089365243911743,0.9989275932312012,0.6158556938171387,0.3092883825302124,0.31069234013557434,0.9988715052604675,0.6211362481117249,0.30898401141166687,0.3107476532459259,0.9987739324569702,0.6267420053482056,0.3087376058101654,0.310379296541214,0.9990109801292419,0.6221386790275574,0.3155432939529419,-0.002815562766045332,0.9992303848266602,0.6501200199127197,0.3152756094932556,0.25549808144569397,0.9992385506629944,0.6049453616142273,0.3338509500026703,0.22857505083084106,0.9992355704307556,0.6134480237960815,0.33389005064964294,0.3033323287963867,0.9993624687194824,0.6187331676483154,0.3890579342842102,-0.271858274936676,0.999822735786438,0.7372512817382812,0.3891445994377136,0.3223540782928467,0.999177098274231,0.6168609857559204,0.5045775771141052,-0.42076432704925537,0.9624013900756836,0.722995936870575,0.4935113489627838,0.33430424332618713,0.09044435620307922,0.5875463485717773,0.6086609959602356,-0.39123404026031494,0.8859680891036987,0.6382424235343933,0.5512377023696899,0.2872064709663391,0.07205920666456223,0.5764726996421814,0.6351045370101929,-0.43349599838256836,0.8362812399864197,0.6251398921012878,0.5668126940727234,0.31240159273147583,0.06430698186159134,0.5781028866767883,0.6366502046585083,-0.4121023416519165,0.8214377164840698,0.5982789397239685,0.5670444369316101,0.2548656165599823,0.06453439593315125,0.5886011123657227,0.6392717957496643,-0.3806031346321106,0.776549220085144,0.5989409685134888,0.5626344680786133,0.2596867084503174,0.07039018720388412,0.6445103287696838,0.604030966758728,-0.13705380260944366,0.9984150528907776,0.7592442035675049,0.6022689938545227,0.13644538819789886,0.9981919527053833,0.5527123808860779,0.7206228375434875,0.007180842570960522,0.982231616973877,0.8055899143218994,0.7419187426567078,0.21548879146575928,0.8317712545394897,0.4656446576118469,0.840694010257721,0.14698268473148346,0.9565009474754333,0.8927013874053955,0.8923129439353943,0.21112507581710815,0.8551565408706665,0.47518569231033325,0.8739073872566223,0.15572009980678558,0.940398097038269,0.9153519868850708,0.9234330058097839,0.20927734673023224,0.8595759272575378,0.37710046768188477,0.8302085995674133,0.09044703096151352,0.8528585433959961,0.8111143708229065,0.9013785719871521,0.1367652714252472,0.7190636992454529
7,0.6018480658531189,0.32299691438674927,0.2833976447582245,0.9993305802345276,0.6085304617881775,0.3111359179019928,0.2185726761817932,0.9989652633666992,0.6081631183624268,0.3112524449825287,0.2185620367527008,0.9989238381385803,0.6073482632637024,0.31136730313301086,0.21851171553134918,0.9990246295928955,0.6158488988876343,0.3104211986064911,0.27923110127449036,0.998970627784729,0.6211609840393066,0.3101283013820648,0.2792993187904358,0.9988775253295898,0.6268953084945679,0.3099038898944855,0.2789524793624878,0.9990959763526917,0.6207926273345947,0.31704556941986084,-0.03276776149868965,0.9992915391921997,0.6504212021827698,0.31645676493644714,0.22897541522979736,0.9992913603782654,0.6045326590538025,0.3346238434314728,0.19839611649513245,0.9992960691452026,0.6134344339370728,0.33463388681411743,0.2741006910800934,0.9994121789932251,0.6186000108718872,0.3933852016925812,-0.29182741045951843,0.9998297095298767,0.7371864318847656,0.391509085893631,0.3300684988498688,0.9992249011993408,0.6186611652374268,0.5084126591682434,-0.4713840186595917,0.956462025642395,0.7112448811531067,0.49334192276000977,0.3498450219631195,0.08499696105718613,0.5919410586357117,0.6177844405174255,-0.45582252740859985,0.8788000345230103,0.6162666082382202,0.5523108243942261,0.28674185276031494,0.0721171498298645,0.5798833966255188,0.649247944355011,-0.5079509615898132,0.8272093534469604,0.5978071689605713,0.5676364898681641,0.3090899586677551,0.06611020117998123,0.5805501341819763,0.6516505479812622,-0.4896060526371002,0.8116965889930725,0.5722266435623169,0.5685303211212158,0.24633602797985077,0.06655091792345047,0.5960060954093933,0.6583598256111145,-0.44693517684936523,0.7645172476768494,0.5760959982872009,0.5642344951629639,0.2565279006958008,0.07228091359138489,0.6434038281440735,0.6070851683616638,-0.15091192722320557,0.9985021948814392,0.7569452524185181,0.6025446057319641,0.15043018758296967,0.9983415603637695,0.5465071797370911,0.7203555703163147,0.033420637249946594,0.9790019392967224,0.7977954149246216,0.7409788370132446,0.2315223664045334,0.8392975330352783,0.47840020060539246,0.8405511975288391,0.2549774944782257,0.9578521847724915,0.9193977117538452,0.88880854845047,0.2536742091178894,0.8648523092269897,0.48957279324531555,0.8724848031997681,0.27253952622413635,0.9410292506217957,0.9573683738708496,0.9176760911941528,0.2544867992401123,0.8658878207206726,0.38990771770477295,0.8355196118354797,0.21418215334415436,0.8578442335128784,0.8436264395713806,0.907516360282898,0.18277327716350555,0.7326766848564148
8,0.5997939705848694,0.32387951016426086,0.3307138681411743,0.9993851780891418,0.6066874861717224,0.31211575865745544,0.2626897990703583,0.9990501403808594,0.6063475012779236,0.31220436096191406,0.2626824378967285,0.9990112781524658,0.6056536436080933,0.31228893995285034,0.26263681054115295,0.9991046190261841,0.6141106486320496,0.3113006353378296,0.3225938081741333,0.9990532398223877,0.6193211674690247,0.3108876645565033,0.3225877583026886,0.9989650845527649,0.6249989867210388,0.3105156719684601,0.32221636176109314,0.999167799949646,0.6197267770767212,0.3176279664039612,0.005299118347465992,0.999335765838623,0.6492077112197876,0.31672772765159607,0.2629714012145996,0.9993370175361633,0.6032748818397522,0.3355577886104584,0.24473285675048828,0.9993274807929993,0.6117753982543945,0.33550068736076355,0.3192902207374573,0.999440610408783,0.6187537312507629,0.3928721845149994,-0.25763896107673645,0.9998083114624023,0.7339139580726624,0.3910195231437683,0.34070461988449097,0.9992639422416687,0.6180214285850525,0.5173414945602417,-0.4109809100627899,0.934761106967926,0.6957160234451294,0.4810982942581177,0.38563209772109985,0.08063950389623642,0.5950821042060852,0.6160718202590942,-0.447526752948761,0.844871997833252,0.5901830792427063,0.5159978866577148,0.36471641063690186,0.07262491434812546,0.5948711633682251,0.6481815576553345,-0.5013184547424316,0.7940208911895752,0.5703492164611816,0.5237550139427185,0.3849366009235382,0.06888339668512344,0.5902882814407349,0.6484678983688354,-0.46079665422439575,0.7780612707138062,0.547538161277771,0.5217638611793518,0.33275625109672546,0.06970648467540741,0.5982367992401123,0.653303325176239,-0.4273916482925415,0.7303445935249329,0.5492469668388367,0.5208913683891296,0.3388131260871887,0.07537390291690826,0.637976348400116,0.6084676384925842,-0.15299059450626373,0.9985166192054749,0.7544177174568176,0.6021350622177124,0.15248380601406097,0.9984514117240906,0.5449903607368469,0.7230506539344788,0.015615465119481087,0.9783234000205994,0.7923117876052856,0.7401704788208008,0.2322951853275299,0.8489070534706116,0.4919791519641876,0.8458901047706604,0.18462468683719635,0.9599273800849915,0.9297046661376953,0.8869897127151489,0.2684321105480194,0.8745049834251404,0.5074220299720764,0.8752365112304688,0.19888459146022797,0.9439669251441956,0.9746344685554504,0.9172807335853577,0.2719149589538574,0.8729308247566223,0.4016140103340149,0.8374645113945007,0.15136821568012238,0.8625447750091553,0.8769079446792603,0.9130945205688477,0.20659534633159637,0.7439946532249451
9,0.5995634198188782,0.32274866104125977,0.31728699803352356,0.9994243383407593,0.6058213710784912,0.31087204813957214,0.24943259358406067,0.9991075992584229,0.6050660014152527,0.31096160411834717,0.24945048987865448,0.9990649223327637,0.6039941310882568,0.31106576323509216,0.24937567114830017,0.9991559386253357,0.6138802766799927,0.31013885140419006,0.3076304495334625,0.9991058111190796,0.6191683411598206,0.3097614049911499,0.30764299631118774,0.9990127682685852,0.6248952150344849,0.3094257116317749,0.3072873055934906,0.9992143511772156,0.6167426109313965,0.3166145384311676,-0.009475423023104668,0.9993423819541931,0.6480696201324463,0.31574341654777527,0.24271966516971588,0.999356746673584,0.6024202704429626,0.3346387445926666,0.23080378770828247,0.9993364214897156,0.6115032434463501,0.3345976769924164,0.30385464429855347,0.9994543194770813,0.6172492504119873,0.3923579454421997,-0.2664928436279297,0.9997886419296265,0.7292865514755249,0.3903287947177887,0.31527847051620483,0.9992949962615967,0.6159844398498535,0.5206608772277832,-0.3974006474018097,0.9140626192092896,0.6882723569869995,0.4822975695133209,0.34886932373046875,0.07748115062713623,0.5967381596565247,0.618623673915863,-0.401862233877182,0.8116875290870667,0.5840026140213013,0.5289154648780823,0.28937485814094543,0.07362636923789978,0.6010293364524841,0.6465994715690613,-0.44481557607650757,0.7598122358322144,0.5638702511787415,0.5397737622261047,0.28536173701286316,0.07093413919210434,0.5950183272361755,0.6475438475608826,-0.41775158047676086,0.743700385093689,0.5413062572479248,0.5391871333122253,0.2297855019569397,0.07190956920385361,0.5996613502502441,0.6465055346488953,-0.38509100675582886,0.697102427482605,0.5437653660774231,0.5369614362716675,0.2573540508747101,0.07797618955373764,0.6274222731590271,0.6109510660171509,-0.15738855302333832,0.99857497215271,0.741645336151123,0.6017886400222778,0.15685689449310303,0.9985666871070862,0.5382777452468872,0.7243200540542603,0.04097806662321091,0.9728038907051086,0.7702779769897461,0.7396043539047241,0.24114039540290833,0.8416606187820435,0.5021898150444031,0.8498346209526062,0.24350911378860474,0.9601240158081055,0.9318804740905762,0.8818075060844421,0.29878896474838257,0.8779768943786621,0.5167521238327026,0.8795098066329956,0.2614024579524994,0.9437685608863831,0.9804972410202026,0.9040582776069641,0.3009103834629059,0.8725946545600891,0.4074799418449402,0.8454439640045166,0.21239005029201508,0.8652409315109253,0.8898449540138245,0.9197110533714294,0.24037444591522217,0.7499914169311523
10,0.5970181226730347,0.3225250840187073,0.2605062425136566,0.9994273781776428,0.6035209894180298,0.3106893002986908,0.19421669840812683,0.999113917350769,0.6024410724639893,0.310721755027771,0.19427353143692017,0.9990593194961548,0.601115882396698,0.31079259514808655,0.1941746324300766,0.9991549849510193,0.6125034093856812,0.30984821915626526,0.2542915642261505,0.9990999698638916,0.6179978847503662,0.3092983663082123,0.25424760580062866,0.998998761177063,0.62392258644104,0.30879679322242737,0.25392553210258484,0.9992209672927856,0.6135944128036499,0.31615695357322693,-0.05884170159697533,0.9992959499359131,0.6467179656028748,0.31472501158714294,0.20563004910945892,0.9993459582328796,0.5993293523788452,0.33405056595802307,0.176419198513031,0.9993019700050354,0.6088741421699524,0.33408471941947937,0.25305867195129395,0.999434232711792,0.6152578592300415,0.39212140440940857,-0.2904498279094696,0.9997603297233582,0.7281351089477539,0.3898860216140747,0.2778598368167877,0.9992943406105042,0.6157751679420471,0.5248754620552063,-0.39300981163978577,0.8953702449798584,0.6804805397987366,0.48311859369277954,0.28007903695106506,0.07622399926185608,0.5982614159584045,0.6209663152694702,-0.31287676095962524,0.7748303413391113,0.571912944316864,0.5321411490440369,0.206464484333992,0.07409436255693436,0.5995677709579468,0.6457024812698364,-0.34301212430000305,0.7222230434417725,0.5497965812683105,0.5475694537162781,0.20492494106292725,0.07204610109329224,0.5976227521896362,0.6462064981460571,-0.33152514696121216,0.7062596082687378,0.5322003364562988,0.5472314357757568,0.15656057000160217,0.07309781759977341,0.6010765433311462,0.6432287096977234,-0.307325541973114,0.6629672646522522,0.5362240076065063,0.5432230830192566,0.1784946620464325,0.0794648602604866,0.6160913109779358,0.6148115992546082,-0.1704188585281372,0.9986100792884827,0.7198116779327393,0.60382479429245,0.16982777416706085,0.99860680103302,0.5454162359237671,0.733773410320282,0.02642088569700718,0.9689040184020996,0.7361987233161926,0.7372540235519409,0.31878483295440674,0.8242037296295166,0.5423167943954468,0.857823371887207,0.21803352236747742,0.9610802531242371,0.9145689606666565,0.8562566041946411,0.46673235297203064,0.8744589686393738,0.5647483468055725,0.8888514041900635,0.23598866164684296,0.9444885849952698,0.9670376777648926,0.8685159087181091,0.48122018575668335,0.8687381744384766,0.43881353735923767,0.856747031211853,0.177286297082901,0.8697949051856995,0.8935964703559875,0.9139508008956909,0.43777555227279663,0.7505586743354797
